,english,spanish,Distances
1930,location,ubicación,0.4
1931,jerk,imbécil,0.0
1932,chocolate,chocolate,1.0
1933,image,imagen,0.6666666666666666
1934,regular,regular,1.0
1935,screwed,atornillado,0.16666666666666666
1936,hunt,caza,0.0
1937,carrying,que lleva,0.0
1938,taxi,taxi,1.0
1939,watched,visto,0.0
1940,appear,aparecer,0.5
1941,knocking,golpes,0.0
1942,piss,orinar,0.0
1943,committed,comprometido,0.5714285714285714
1944,disgusting,desagradable,0.42857142857142855
1945,clever,inteligente,0.16666666666666666
1946,wound,herida,0.3333333333333333
1947,arthur,arturo,0.75
1948,plate,lámina,0.0
1949,television,televisión,0.8333333333333334
1950,gods,dioses,0.3333333333333333
1951,lips,labios,0.6666666666666666
1952,monday,lunes,0.25
1953,picking,cosecha,0.2
1954,freak,fenómeno,0.2
1955,traffic,tráfico,0.8
1956,headed,con membrete,0.0
1957,india,india,1.0
1958,dawn,amanecer,0.0
1959,leo,león,0.3333333333333333
1960,poison,veneno,0.3333333333333333
1961,charges,cargos,0.8
1962,sat,se sentó,0.3333333333333333
1963,kicked,golpeado,0.25
1964,scary,aterrador,0.2
1965,mystery,misterio,0.6666666666666666
1966,indian,indio,0.6666666666666666
1967,pure,puro,1.0
1968,bang,estallido,0.0
1969,disease,enfermedad,0.0
1970,italian,italiano,1.0
1971,march,marcha,1.0
1972,drove,condujo,0.0
1973,laura,laura,1.0
1974,role,role,1.0
1975,shots,tiros,0.25
1976,butt,extremo,0.25
1977,victory,victoria,0.8
1978,touched,tocado,0.75
1979,dealing,relación comercial,0.18181818181818182
1980,trap,trampa,0.75
1981,nation,nación,0.5
1982,healthy,saludable,0.2
1983,babies,bebés,0.75
1984,shopping,compras,0.16666666666666666
1985,stood,permaneció,0.0
1986,desire,deseo,0.6666666666666666
1987,aside,aparte,0.0
1988,midnight,doce de la noche,0.2
1989,physical,físico,0.3333333333333333
1990,jury,jurado,0.6666666666666666
1991,checking,comprobación,0.25
1992,appointment,cita,0.14285714285714285
1993,songs,canciones,0.4
1994,awake,despierto,0.0
1995,carl,carlo,1.0
1996,honour,honor,1.0
1997,swim,nadar,0.0
1998,dies,muere,0.0
1999,mail,correo,0.0
