,german,english,Distances
1911,programm,program,0.8333333333333334
1912,grab,dig,0.0
1913,ebenso,as well,0.0
1914,trage,sluggish,0.16666666666666666
1915,nachbarn,neighbours,0.6666666666666666
1916,bieten,offer,0.0
1917,bestes,best,0.75
1918,elizabeth,elizabeth,1.0
1919,fuhr,drove,0.0
1920,verlässt,leaves,0.2857142857142857
1921,freundlich,friendly,0.7142857142857143
1922,dennoch,nonetheless,0.2857142857142857
1923,rauchen,smoking,0.2
1924,dick,thick,0.5
1925,stuhl,chair,0.25
1926,dreh,turn,0.3333333333333333
1927,bester,best,0.75
1928,schicke,send,0.2
1929,vergeben,forgive,0.4
1930,ausgehen,go out,0.25
1931,behandeln,treat,0.0
1932,trotz,in spite of,0.14285714285714285
1933,gast,guest,1.0
1934,ändert,changes,0.0
1935,passierte,happened,0.0
1936,toilette,toilet,0.75
1937,annehmen,accept,0.0
1938,herzlichen,cordial,0.2857142857142857
1939,hexe,witch,0.0
1940,erwachsen,adult,0.0
1941,jerry,jerry,1.0
1942,pistole,pistol,1.0
1943,saß,sat,0.5
1944,dreht,turns,0.25
1945,aussage,statement,0.16666666666666666
1946,liebte,loved,0.3333333333333333
1947,street,street,1.0
1948,genießen,enjoy,0.25
1949,eifersüchtig,jealous,0.125
1950,derjenige,the one,0.2
1951,teuer,expensive,0.0
1952,leo,leo,1.0
1953,zähne,teeth,0.25
1954,beobachtet,observed,0.16666666666666666
1955,gentlemen,gentlemen,1.0
1956,wählen,select,0.0
1957,helft,help,0.5
1958,fliegt,flies,0.5
1959,theater,theatre,1.0
1960,regen,rain,0.6666666666666666
1961,feinde,enemies,0.0
1962,william,william,1.0
1963,erlauben,to allow,0.2
1964,zulassen,allow,0.2
1965,schnappen,grab,0.0
1966,komplett,completely,0.5714285714285714
1967,panik,panic,0.6666666666666666
1968,flughafen,airport,0.0
1969,bewusst,deliberately,0.14285714285714285
1970,deutschen,german,0.16666666666666666
1971,voraus,ahead,0.0
1972,sterbe,die,0.0
1973,solltet,should,0.4
1974,begleiten,to accompany,0.125
1975,einander,each other,0.16666666666666666
1976,fred,fred,1.0
1977,erlebt,experienced,0.16666666666666666
1978,weiterhin,farther,0.2
1979,stärker,stronger,0.5
1980,fahrer,driver,0.25
1981,konzentrieren,focus,0.0
1982,streiten,to quarrel,0.16666666666666666
1983,angeht,concerns,0.16666666666666666
1984,selben,the same,0.0
1985,star,star,1.0
1986,überzeugen,convince,0.0
1987,alkohol,alcohol,0.75
1988,übersetzt,translated,0.14285714285714285
1989,verrückte,crazy,0.14285714285714285
1990,lch,l,0.3333333333333333
1991,king,king,1.0
1992,begann,started,0.0
1993,angenommen,assumed,0.16666666666666666
1994,weitermachen,keep going,0.0
1995,echter,real,0.0
1996,jackson,jackson,1.0
1997,post,post,1.0
1998,mitgenommen,taken away,0.2857142857142857
1999,botschaft,message,0.14285714285714285
