,french,spanish,Distances
1821,walter,walter,1.0
1822,victoire,victoria,1.0
1823,direct,directo,1.0
1824,abandonné,abandonado,0.6666666666666666
1825,information,información,0.7142857142857143
1826,joindre,unirse,0.25
1827,proches,parientes,0.6
1828,brian,brian,1.0
1829,droits,derechos,0.6
1830,eric,eric,1.0
1831,nerveux,nervioso,0.75
1832,coupé,corte,0.3333333333333333
1833,patients,pacientes,0.8
1834,invités,huéspedes,0.16666666666666666
1835,arrivés,llegado,0.0
1836,descends,bajar,0.0
1837,pleure,llorar,0.5
1838,traitement,tratamiento,1.0
1839,jerry,alemán,0.0
1840,senti,sintió,0.75
1841,cancer,cáncer,0.8
1842,répète,decir de nuevo,0.125
1843,reposer,descansar,0.3333333333333333
1844,regrette,lamentado,0.2
1845,aide-moi,ayudame,0.3333333333333333
1846,flingue,pistola,0.0
1847,cousin,primo,0.0
1848,désormais,de aquí en adelante,0.09090909090909091
1849,vérifié,comprobado,0.16666666666666666
1850,crains,miedo,0.0
1851,douche,ducha,1.0
1852,gaz,gas,0.5
1853,interdit,prohibido,0.0
1854,théorie,teoría,0.25
1855,scott,scott,1.0
1856,trace,rastro,0.25
1857,contrôler,controlar,0.8571428571428571
1858,signer,señal,0.25
1859,no,no,1.0
1860,demandes,peticiones,0.2
1861,internet,internet,1.0
1862,andy,andy,1.0
1863,cherchez,buscar,0.16666666666666666
1864,salon,sala de estar,0.25
1865,pete,pedo,0.5
1866,appels,llamadas,0.2
1867,lancer,lanzar,0.75
1868,protection,proteccion,0.8333333333333334
1869,pantalon,pantalones,0.8333333333333334
1870,rappelles,recordar,0.16666666666666666
1871,dossiers,carpetas,0.2
1872,style,estilo,0.75
1873,ravie,contento,0.0
1874,semblant,fingir,0.0
1875,yeah,sí,0.0
1876,kim,kim,1.0
1877,offert,libre,0.25
1878,vieil,antiguo,0.0
1879,humaine,humano,1.0
1880,grandi,creciendo,0.6
1881,médicaments,medicamentos,0.875
1882,acte,escritura,0.4
1883,moyens,medio,0.25
1884,lois,leyes,0.6666666666666666
1885,kate,kate,1.0
1886,meurs,morir,0.6666666666666666
1887,laisserai,se ira,0.5
1888,aéroport,aeropuerto,0.8
1889,mauvaises,malo,0.25
1890,détective,detective,0.8333333333333334
1891,autrement,otro,0.4
1892,témoins,testigos,0.4
1893,queue,cola,0.0
1894,coincé,atascado,0.25
1895,mariés,casado,0.0
1896,sonne,anillos,0.0
1897,innocent,inocente,0.8
1898,dira,diría,0.6666666666666666
1899,créé,creado,0.5
1900,jason,jason,1.0
1901,supporter,apoyo,0.16666666666666666
1902,milliers,miles,0.6
1903,heu,oh,1.0
1904,infirmière,enfermera,0.8333333333333334
1905,métier,trabajo,0.0
1906,crétin,imbécil,0.2
1907,retirer,retirar,1.0
1908,surveillance,vigilancia,0.5714285714285714
1909,chances,posibilidades,0.14285714285714285
1910,oreilles,orejas,0.5
1911,trouvera,encontrará,0.2857142857142857
1912,suicide,suicidio,1.0
1913,militaire,militar,1.0
1914,atteindre,alcanzar,0.4
1915,fuir,huir,0.5
1916,casse,roto,0.0
1917,dormi,dormido,0.75
1918,pilote,piloto,1.0
1919,rires,la risa,0.5
1920,appelée,llamó,0.0
1921,risques,riesgos,0.75
1922,leçon,lección,0.4
1923,paquet,paquete,1.0
1924,man,hombre,0.25
1925,défendre,defender,0.8333333333333334
1926,immeuble,edificio,0.0
1927,récemment,recientemente,0.5714285714285714
1928,chinois,chino,0.75
1929,battu,vencido,0.0
1930,aveugle,ciego,0.3333333333333333
1931,oiseau,pájaro,0.0
1932,propriétaire,dueño,0.0
1933,ancienne,antiguo,0.25
1934,veste,chaqueta,0.25
1935,anna,ana,0.5
1936,simon,simón,0.75
1937,saviez,sabías,0.25
1938,amies,amigos,0.6666666666666666
1939,cherché,buscar,0.16666666666666666
1940,tirez,jalar,0.0
1941,al,allá,0.3333333333333333
1942,différents,diferentes,0.75
1943,gardez,mantener,0.0
1944,feras,servirá,0.2
1945,lisa,lisa,1.0
1946,lis,lirio,0.5
1947,station,estación,0.6
1948,mandat,mandato,1.0
1949,assassin,asesino,0.6
1950,thomas,tomas,0.75
1951,célèbre,famoso,0.0
1952,dort,dormido,0.5
1953,bague,anillo,0.0
1954,dépêche-toi,date prisa,0.125
1955,tente,intentó,0.6
1956,devenue,convertirse en,0.2222222222222222
1957,ventre,estómago,0.0
1958,carter,caja del cigüeñal,0.09090909090909091
1959,respire,respirar,0.8
1960,haute,alto,0.5
1961,connaissais,supo,0.16666666666666666
1962,genoux,rodillas,0.0
1963,terme,término,0.6
1964,vert,verde,0.6666666666666666
1965,emily,emily,1.0
1966,refusé,rechazar,0.2
1967,hâte,apuro,0.0
1968,réveiller,despertarse,0.14285714285714285
1969,commande,ordenado,0.4
1970,commun,común,0.75
1971,souris,ratón,0.0
1972,partons,vamos,0.2
1973,perdue,perdió,0.75
1974,dirige,dirigido,0.75
1975,verras,veremos,0.75
1976,charmant,encantador,0.0
1977,chante,cantado,0.5
1978,sport,deporte,0.75
1979,celle-ci,esta,0.0
1980,viré,encendido,0.0
1981,ies,es,1.0
1982,fiston,hijo,0.0
1983,étoiles,estrellas,0.5
1984,laisses,correas,0.25
1985,parlant,discurso,0.0
1986,là-dessus,en eso,0.14285714285714285
1987,signé,signo,0.75
1988,virer,fuego,0.0
1989,permettre,permitir,0.8333333333333334
1990,pouvoirs,potestades,0.3333333333333333
1991,luke,lucas,0.3333333333333333
1992,pluie,lluvia,0.3333333333333333
1993,passez,pasar,0.5
1994,vrais,verdadero,0.4
1995,enlevé,remoto,0.0
1996,moments,momentos,1.0
1997,blesser,herir,0.2
1998,ombre,sombra,0.75
1999,rome,roma,1.0
