,german,spanish,Distances
1799,alice,alicia,1.0
1800,lauter,sube el volumen,0.1111111111111111
1801,spannende,emocionante,0.3333333333333333
1802,unschuldig,inocente,0.2857142857142857
1803,folgt,sigue,0.25
1804,schutz,proteccion,0.0
1805,weshalb,por qué,0.0
1806,geheiratet,casarse,0.2
1807,woanders,en algún otro lugar,0.15384615384615385
1808,wurdest,convertirse,0.14285714285714285
1809,kuss,beso,0.3333333333333333
1810,verhindern,impedir,0.2857142857142857
1811,erklärung,explicación,0.14285714285714285
1812,video,video,1.0
1813,rom,roma,1.0
1814,klug,inteligente,0.3333333333333333
1815,kräfte,efectivo,0.0
1816,verlangen,para demandar,0.25
1817,außerhalb,fuera de,0.2
1818,opa,abuelo,0.0
1819,selbstverständlich,por supuesto,0.2
1820,aufstehen,ponerse de pie,0.125
1821,hassen,odiar,0.0
1822,pete,pete,1.0
1823,gebrauchen,usar,0.16666666666666666
1824,geglaubt,creía,0.0
1825,milch,leche,0.75
1826,trink,beber,0.0
1827,gefeuert,encendido,0.0
1828,erinnerungen,recuerdos,0.2857142857142857
1829,müssten,tendría que,0.0
1830,suchst,estan buscando,0.2222222222222222
1831,fährst,conducir,0.0
1832,kochen,cocinar,0.25
1833,schwach,débil,0.0
1834,schreibt,escribe,0.6666666666666666
1835,schulden,deudas,0.16666666666666666
1836,hinein,en,0.3333333333333333
1837,simon,simón,0.75
1838,grenze,borde,0.25
1839,braut,novia,0.0
1840,gebraucht,segunda mano,0.14285714285714285
1841,peinlich,incómodo,0.0
1842,klappt,obras,0.0
1843,geheimnisse,misterios,0.16666666666666666
1844,joey,joey,1.0
1845,aufmerksamkeit,atención,0.0
1846,form,forma,1.0
1847,umsonst,gratis,0.2
1848,kennenzulernen,llegar a saber,0.0
1849,überlebt,sobrevivió,0.3333333333333333
1850,nirgendwo,en ningún lugar,0.2727272727272727
1851,meilen,millas,0.5
1852,einfacher,más fácil,0.125
1853,blöde,tonto,0.0
1854,mond,luna,0.3333333333333333
1855,ergibt,resultados,0.3333333333333333
1856,daten,datos,0.6666666666666666
1857,merken,aviso,0.0
1858,schande,verguenza,0.2
1859,fuck,mierda,0.0
1860,fühlte,sintió,0.0
1861,jenny,jenny,1.0
1862,sieg,victoria,0.0
1863,satt,harto,0.3333333333333333
1864,blödsinn,disparates,0.0
1865,adam,adán,0.3333333333333333
1866,lisa,lisa,1.0
1867,pfund,libras,0.0
1868,handeln,actuar,0.0
1869,lois,lois,1.0
1870,enden,terminar,0.2
1871,warm,cálido,0.0
1872,raten,adivinar,0.25
1873,übersetzung,traducción,0.125
1874,kunst,arte,0.25
1875,kapitän,capitán,0.6
1876,desto,la,0.0
1877,einsatz,misión,0.25
1878,schweigen,permanecer en silencio,0.15384615384615385
1879,krankheit,enfermedad,0.0
1880,toller,estupendo,0.2
1881,schatten,la sombra,0.0
1882,wachen,despierta,0.0
1883,tatsache,hecho,0.4
1884,eric,eric,1.0
1885,stock,piso,0.0
1886,chief,jefe,0.3333333333333333
1887,hingehen,ve allí,0.0
1888,verboten,prohibido,0.2
1889,gäbe,existiría,0.0
1890,anzug,traje de hombres,0.0
1891,leichen,cuerpos,0.0
1892,high,alto,0.0
1893,beendet,terminado,0.2
1894,freitag,viernes,0.25
1895,million,millón,0.8
1896,verflucht,maldito,0.2857142857142857
1897,dunkel,oscuro,0.0
1898,geb,nacido,0.0
1899,enttäuscht,decepcionado,0.125
1900,klopfen,derrotar,0.0
1901,spuren,sentido,0.25
1902,dreck,suciedad,0.0
1903,seiten,paginas,0.25
1904,mühe,esfuerzo,0.0
1905,gezogen,dibujado,0.0
1906,brian,brian,1.0
1907,kontrollieren,controlar,0.625
1908,knochen,hueso,0.2
1909,schick,elegante,0.0
1910,getrennt,corte,0.3333333333333333
1911,programm,programa,0.8333333333333334
1912,grab,excavar,0.0
1913,ebenso,también,0.2
1914,trage,lento,0.0
1915,nachbarn,vecinos,0.16666666666666666
1916,bieten,oferta,0.0
1917,bestes,mejor,0.0
1918,elizabeth,elizabeth,1.0
1919,fuhr,condujo,0.0
1920,verlässt,hojas,0.14285714285714285
1921,freundlich,amigable,0.14285714285714285
1922,dennoch,sin embargo,0.14285714285714285
1923,rauchen,de fumar,0.0
1924,dick,grueso,0.0
1925,stuhl,silla,0.5
1926,dreh,giro,0.3333333333333333
1927,bester,mejor,0.25
1928,schicke,enviar,0.0
1929,vergeben,perdonar,0.2
1930,ausgehen,salir,0.25
1931,behandeln,tratar,0.0
1932,trotz,a pesar de,0.16666666666666666
1933,gast,invitado,0.25
1934,ändert,cambios,0.0
1935,passierte,sucedió,0.2
1936,toilette,inodoro,0.0
1937,annehmen,aceptar,0.0
1938,herzlichen,cordial,0.2857142857142857
1939,hexe,bruja,0.0
1940,erwachsen,adulto,0.0
1941,jerry,alemán,0.0
1942,pistole,pistola,1.0
1943,saß,se sentó,0.16666666666666666
1944,dreht,vueltas,0.0
1945,aussage,declaración,0.0
1946,liebte,amado,0.0
1947,street,calle,0.0
1948,genießen,disfrutar,0.0
1949,eifersüchtig,celoso,0.125
1950,derjenige,el único,0.2
1951,teuer,caro,0.5
1952,leo,león,0.3333333333333333
1953,zähne,dientes,0.0
1954,beobachtet,observado,0.16666666666666666
1955,gentlemen,caballeros,0.16666666666666666
1956,wählen,seleccione,0.2
1957,helft,ayuda,0.0
1958,fliegt,moscas,0.0
1959,theater,teatro,0.75
1960,regen,lluvia,0.0
1961,feinde,enemigos,0.0
1962,william,william,1.0
1963,erlauben,permitir,0.2
1964,zulassen,permitir,0.0
1965,schnappen,tomar,0.0
1966,komplett,completamente,0.625
1967,panik,pánico,0.5
1968,flughafen,aeropuerto,0.0
1969,bewusst,deliberadamente,0.25
1970,deutschen,alemán,0.16666666666666666
1971,voraus,adelante,0.0
1972,sterbe,morir,0.25
1973,solltet,debería,0.0
1974,begleiten,para acompañar,0.0
1975,einander,el uno al otro,0.25
1976,fred,fred,1.0
1977,erlebt,experimentado,0.2857142857142857
1978,weiterhin,más lejos,0.0
1979,stärker,más fuerte,0.14285714285714285
1980,fahrer,conductor,0.16666666666666666
1981,konzentrieren,enfoque,0.125
1982,streiten,pelearse,0.2
1983,angeht,preocupaciones,0.0
1984,selben,lo mismo,0.0
1985,star,estrella,0.6
1986,überzeugen,convencer,0.0
1987,alkohol,alcohol,0.75
1988,übersetzt,traducido,0.14285714285714285
1989,verrückte,loca,0.14285714285714285
1990,lch,yo,0.0
1991,king,rey,0.0
1992,begann,empezado,0.0
1993,angenommen,ficticio,0.0
1994,weitermachen,sigue adelante,0.0
1995,echter,real,0.0
1996,jackson,jackson,1.0
1997,post,correo,0.0
1998,mitgenommen,quitado,0.14285714285714285
1999,botschaft,mensaje,0.14285714285714285
