,spanish,french,Distances
1796,premio,récompense,0.14285714285714285
1797,internet,l'internet,0.7142857142857143
1798,harías,ferais tu,0.2
1799,inútil,inutile,0.75
1800,domingo,dimanche,0.6
1801,tomas,coups,0.3333333333333333
1802,sensación,sensation,0.6666666666666666
1803,alcohol,de l'alcool,0.2857142857142857
1804,tercera,troisième,0.4
1805,agentes,agents,1.0
1806,disculpas,excuses,0.3333333333333333
1807,antiguo,ancien,0.3333333333333333
1808,guapa,jolie,0.0
1809,asustado,peur,0.0
1810,puedan,boîte,0.0
1811,sexy,sexy,1.0
1812,genio,génie,0.6666666666666666
1813,recuperar,récupérer,0.7142857142857143
1814,creemos,nous croyons,0.375
1815,lengua,langue,1.0
1816,ladrón,voleur,0.2
1817,intenté,j'ai essayé,0.14285714285714285
1818,examen,examen,1.0
1819,deprisa,dépêche toi,0.25
1820,montaña,montagne,0.6
1821,durmiendo,en train de dormir,0.16666666666666666
1822,disparar,tirer,0.4
1823,entrenador,entraîneur,0.6666666666666666
1824,queso,fromage,0.0
1825,entero,entier,1.0
1826,papeles,papiers,0.75
1827,pones,tu mets,0.2
1828,modelo,maquette,0.25
1829,fútbol,football,0.6
1830,detener,ayant,0.25
1831,lados,côtés,0.2
1832,miembros,membres,1.0
1833,sábado,samedi,0.5
1834,pongo,je mets,0.0
1835,mataron,ils ont tué,0.125
1836,vuelvas,revenir,0.0
1837,talento,talent,1.0
1838,descubrir,découvrir,0.6666666666666666
1839,gordo,gros,0.6666666666666666
1840,tribunal,rechercher,0.14285714285714285
1841,toque,j'ai touché,0.14285714285714285
1842,wow,wow,1.0
1843,hables,parler,0.25
1844,conocemos,nous savons,0.14285714285714285
1845,haberme,prend moi,0.16666666666666666
1846,dispuesto,prêt,0.2
1847,tamaño,taille,0.3333333333333333
1848,dejen,laisser,0.0
1849,maravillosa,magnifique,0.16666666666666666
1850,invitado,invité,0.75
1851,importantes,important,0.8571428571428571
1852,derechos,droits,0.6
1853,scott,scott,1.0
1854,declaración,déclaration,0.5714285714285714
1855,claramente,clairement,1.0
1856,pacientes,les patients,0.5
1857,pérdida,perte,0.4
1858,in,dans,0.3333333333333333
1859,iban,allaient,0.25
1860,pudiste,vous pourriez,0.14285714285714285
1861,profundo,profond,1.0
1862,gas,gaz,0.5
1863,aeropuerto,aéroport,0.8
1864,consigue,obtenir,0.0
1865,olvidar,oubliez,0.0
1866,gloria,gloire,1.0
1867,olvides,oubliez,0.0
1868,volviendo,revenir,0.4
1869,coge,prendre,0.0
1870,fué,il a été,0.16666666666666666
1871,llamaba,appelé,0.0
1872,pete,peter,0.6666666666666666
1873,instituto,lycée,0.0
1874,disparo,tournage,0.0
1875,encuentras,tu trouves,0.3333333333333333
1876,querían,recherché,0.14285714285714285
1877,hablemos,parlons,0.4
1878,dia,jour,0.0
1879,enviado,envoyer,0.5
1880,pertenece,fait parti,0.16666666666666666
1881,sienta,s'asseoir,0.2
1882,pensó,pensait,0.75
1883,cadáver,corps,0.2
1884,gracia,la grâce,0.5
1885,doctora,docteur,1.0
1886,escuchen,ecoutez,0.2
1887,amante,amoureux,0.3333333333333333
1888,temporada,saison,0.0
1889,kim,kim,1.0
1890,cuerpos,corps,1.0
1891,amigas,amies,0.6666666666666666
1892,larry,larry,1.0
1893,preguntaba,je demandais,0.14285714285714285
1894,francés,français,0.6666666666666666
1895,mataste,tu as tué,0.3333333333333333
1896,techo,le plafond,0.0
1897,íbamos,nous allions,0.14285714285714285
1898,protección,protection,0.7142857142857143
1899,médicos,médecins,0.8333333333333334
1900,lisa,lisse,0.6666666666666666
1901,venganza,vengeance,0.8
1902,pensamos,nous pensons,0.5
1903,walter,walter,1.0
1904,contó,dénombré,0.14285714285714285
1905,discutir,se disputer,0.5714285714285714
1906,comprendo,comprendre,0.8571428571428571
1907,idiotas,idiots,1.0
1908,enemigos,ennemis,0.5
1909,camisa,chemise,0.75
1910,superior,plus haut,0.16666666666666666
1911,criminal,criminel,1.0
1912,preocupada,préoccupé,0.5714285714285714
1913,bote,bateau,1.0
1914,escribió,a écrit,0.2
1915,llevamos,nous portons,0.125
1916,testigos,les témoins,0.375
1917,recoger,ranger,0.75
1918,emily,emilie,0.6666666666666666
1919,truco,tour,0.6666666666666666
1920,jason,jason,1.0
1921,original,original,1.0
1922,pide,demande,0.25
1923,jeff,jef,0.6666666666666666
1924,rosa,rose,1.0
1925,mama,maman,0.6666666666666666
1926,negros,les noirs,0.3333333333333333
1927,sobrevivir,survivre,0.8333333333333334
1928,rostro,visage,0.25
1929,crédito,le crédit,0.7142857142857143
1930,compartir,partager,0.5
1931,saca,en sort,0.2
1932,irás,tu iras,0.25
1933,pequeñas,peu,0.25
1934,veía,vu,0.5
1935,empezando,départ,0.0
1936,registro,inscription,0.14285714285714285
1937,continúa,continue,0.8
1938,grandioso,magnifique,0.2
1939,viniste,est tu venu? t'es venu,0.2
1940,esquina,coin,0.3333333333333333
1941,contado,dénombré,0.14285714285714285
1942,cientos,des centaines,0.5
1943,tormenta,tempête,0.4
1944,relájate,détends-toi,0.125
1945,siéntese,s'asseoir,0.2
1946,chocolate,chocolat,1.0
1947,matt,mat,0.6666666666666666
1948,pedazo,pièce,0.3333333333333333
1949,tomo,je prends,0.0
1950,olor,sentir,0.25
1951,ciencia,la science,0.5
1952,kelly,kelly,1.0
1953,conexión,lien,0.2
1954,vieron,vu,0.3333333333333333
1955,salón,salle,0.5
1956,sucio,sale,0.5
1957,firma,signature,0.0
1958,vimos,nous avons vu,0.25
1959,pidiendo,demander,0.4
1960,casarse,se marrier,0.16666666666666666
1961,bebida,boisson,0.25
1962,tercer,troisième,0.4
1963,propios,posséder,0.16666666666666666
1964,fuertes,puissant,0.0
1965,lluvia,pluie,0.3333333333333333
1966,recién,nouvellement,0.14285714285714285
1967,tomaré,je vais prendre,0.1
1968,complicado,compliqué,0.6666666666666666
1969,europa,l'europe ,0.3333333333333333
1970,toques,touche,0.3333333333333333
1971,cámaras,appareils photo,0.1111111111111111
1972,visión,vision,0.75
1973,llego,arrivé,0.0
1974,americano,américain,0.8
1975,diversión,amusement,0.16666666666666666
1976,pareció,il semblait,0.0
1977,libras,livres sterling,0.2727272727272727
1978,curso,cours,1.0
1979,disco,disque,0.6666666666666666
1980,probable,probable,1.0
1981,precioso,belle,0.0
1982,tenia,j'avais,0.0
1983,lago,lac,0.5
1984,leído,lis,0.3333333333333333
1985,consiguió,a obtenu,0.0
1986,parecido,similaire,0.0
1987,material,matériel,0.8
1988,discurso,parole,0.2
1989,entera,ensemble,0.2
1990,it,article,0.25
1991,corta,court,1.0
1992,completa,achevée,0.2
1993,decirles,dis leur,0.4
1994,lunes,lundi,0.6666666666666666
1995,efectivo,en espèces,0.0
1996,cura,guérison,0.2
1997,antigua,ancien,0.3333333333333333
1998,hablan,ils parlent,0.25
1999,juntas,planches,0.3333333333333333
