,english,german,Distances
1863,political,politisch,0.6666666666666666
1864,assume,davon ausgehen,0.125
1865,grant,gewähren,0.3333333333333333
1866,affair,affäre,0.75
1867,sexy,sexy,1.0
1868,led,led,1.0
1869,matt,matt,1.0
1870,grave,grab,0.6666666666666666
1871,officers,offiziere,0.6
1872,giant,riese,0.0
1873,plant,pflanze,0.6
1874,eventually,letztlich,0.2857142857142857
1875,fought,gekämpft,0.14285714285714285
1876,hired,gemietet,0.0
1877,site,seite? ˅,0.4
1878,pounds,pfund,0.5
1879,speaks,spricht,0.3333333333333333
1880,delicious,köstlich,0.2857142857142857
1881,statement,aussage,0.16666666666666666
1882,millions,millionen,0.8
1883,rise,aufstieg,0.25
1884,jacket,jacke,0.75
1885,kelly,kelly,1.0
1886,badly,schlecht,0.14285714285714285
1887,tall,hoch,0.0
1888,alice,alice,1.0
1889,mercy,barmherzig,0.2857142857142857
1890,whore,hure,0.6666666666666666
1891,saving,sparen,0.25
1892,f,f,1.0
1893,suffer,leiden,0.0
1894,switch,schalter,0.16666666666666666
1895,deliver,liefern,0.25
1896,royal,königlich,0.14285714285714285
1897,meal,mahlzeit,0.4
1898,direction,richtung,0.5
1899,families,familien,0.75
1900,odd,seltsam,0.0
1901,walls,wände,0.25
1902,sexual,sexuell,0.75
1903,forces,kräfte,0.2
1904,particular,besondere,0.16666666666666666
1905,data,daten,0.6666666666666666
1906,horn,horn,1.0
1907,golden,golden,1.0
1908,chase,verfolgungsjagd,0.09090909090909091
1909,powers,kräfte,0.0
1910,attorney,rechtsanwalt,0.2222222222222222
1911,official,offiziell,0.6
1912,rat,ratte,0.6666666666666666
1913,pizza,pizza,1.0
1914,confused,verwirrt,0.0
1915,faces,gesichter,0.16666666666666666
1916,positive,positiv,1.0
1917,becomes,wird,0.0
1918,shock,schock,0.8
1919,soup,suppe,0.6666666666666666
1920,emily,emily,1.0
1921,offered,angeboten,0.0
1922,wherever,wo auch immer,0.375
1923,courage,mut,0.0
1924,doin,tun,0.5
1925,answers,antworten,0.5
1926,yellow,gelb,0.25
1927,patients,patienten,0.8
1928,raised,erzogen,0.25
1929,changing,ändern,0.16666666666666666
1930,location,lage,0.25
1931,jerk,ruck,0.3333333333333333
1932,chocolate,schokolade,0.5
1933,image,bild,0.0
1934,regular,regulär,0.8
1935,screwed,aufgeschmissen,0.2222222222222222
1936,hunt,jagd,0.0
1937,carrying,tragen,0.3333333333333333
1938,taxi,taxi,1.0
1939,watched,schaute,0.4
1940,appear,erscheinen,0.0
1941,knocking,klopfen,0.3333333333333333
1942,piss,piss,1.0
1943,committed,engagiert sein,0.125
1944,disgusting,widerlich,0.0
1945,clever,clever,1.0
1946,wound,wunde,1.0
1947,arthur,arthur,1.0
1948,plate,teller,0.25
1949,television,fernsehen,0.3333333333333333
1950,gods,götter,0.2
1951,lips,lippen,0.5
1952,monday,montag,0.5
1953,picking,pflücken,0.42857142857142855
1954,freak,freak,1.0
1955,traffic,verkehr,0.2
1956,headed,geleitet,0.0
1957,india,indien,0.6666666666666666
1958,dawn,dämmerung,0.2857142857142857
1959,leo,löwe,0.3333333333333333
1960,poison,gift,0.0
1961,charges,gebühren,0.16666666666666666
1962,sat,saß,0.5
1963,kicked,getreten,0.0
1964,scary,gruselig,0.0
1965,mystery,geheimnis,0.0
1966,indian,indisch,0.4
1967,pure,rein,0.0
1968,bang,knall,0.25
1969,disease,erkrankung,0.0
1970,italian,italienisch,0.5
1971,march,märz,0.25
1972,drove,gefahren,0.2
1973,laura,laura,1.0
1974,role,rolle,0.6666666666666666
1975,shots,schüsse,0.5
1976,butt,hintern,0.2
1977,victory,sieg,0.0
1978,touched,berührt,0.16666666666666666
1979,dealing,umgang,0.5
1980,trap,fangen,0.0
1981,nation,nation,1.0
1982,healthy,gesund,0.0
1983,babies,babys,0.75
1984,shopping,einkaufen,0.16666666666666666
1985,stood,stand,0.75
1986,desire,verlangen,0.0
1987,aside,beiseite,0.3333333333333333
1988,midnight,mitternacht,0.5
1989,physical,körperlich,0.125
1990,jury,jury,1.0
1991,checking,überprüfung,0.2222222222222222
1992,appointment,geplanter termin,0.36363636363636365
1993,songs,lieder,0.0
1994,awake,erwachen,0.2
1995,carl,karl,0.6666666666666666
1996,honour,ehren,0.3333333333333333
1997,swim,schwimmen,0.42857142857142855
1998,dies,stirbt,0.0
1999,mail,post,0.0
