,french,english,Distances
1989,permettre,allow,0.0
1990,pouvoirs,powers,0.75
1991,luke,luke,1.0
1992,pluie,rain,0.0
1993,passez,pass,0.75
1994,vrais,true,0.3333333333333333
1995,enlevé,removed,0.25
1996,moments,moments,1.0
1997,blesser,hurt,0.0
1998,ombre,shadow,0.0
1999,rome,rome,1.0
