,spanish,english,Distances
1974,americano,american,1.0
1975,diversión,fun,0.16666666666666666
1976,pareció,it seemed,0.0
1977,libras,pounds,0.25
1978,curso,grade,0.3333333333333333
1979,disco,disk,0.6666666666666666
1980,probable,probable,1.0
1981,precioso,beautiful,0.0
1982,tenia,had,0.0
1983,lago,lake,0.5
1984,leído,read,0.3333333333333333
1985,consiguió,got,0.2
1986,parecido,similar,0.0
1987,material,material,1.0
1988,discurso,speech,0.2
1989,entera,whole,0.0
1990,it,item,0.5
1991,corta,short,0.5
1992,completa,complete,1.0
1993,decirles,tell them,0.0
1994,lunes,monday,0.25
1995,efectivo,cash,0.25
1996,cura,healing,0.0
1997,antigua,ancient,0.25
1998,hablan,they speak,0.14285714285714285
1999,juntas,boards,0.25
